word,mean_ALL,sd_ALL,n_ALL,mean_M,sd_M,n_M,mean_F,sd_F,n_F
bridegroom,2.608695652,1.064127412,46,2.647058824,1.114740803,17,2.586206897,1.05279361,29
bridesmaid,2.515151515,1.27772288,33,2.411764706,1.371988681,17,2.625,1.204159458,16
bridge,2.076923077,0.983672372,39,2,0.953462589,12,2.111111111,1.012739367,27
briefcase,2.137931034,1.274030105,29,2.75,1.484771179,12,1.705882353,0.919558718,17
briefing,2.111111111,1.120897077,27,2.333333333,1.154700538,12,1.933333333,1.099783528,15
brig,2.34375,1.234174009,32,2.333333333,1.435481125,12,2.35,1.136708082,20
bright,2.222222222,1.020001981,45,2.380952381,1.116968687,21,2.083333333,0.928611243,24
brightness,2.642857143,1.095928009,28,2.875,1.125991626,8,2.55,1.099042646,20
brilliant,2.341463415,1.371308793,41,2.733333333,1.624221425,15,2.115384615,1.17735035,26
brim,2.242424242,1.146470209,33,2.142857143,1.099450412,14,2.315789474,1.204280863,19
brimstone,2.794117647,1.320684207,34,2.692307692,1.493575988,13,2.857142857,1.236354087,21
brisket,2.607142857,1.196887498,28,3,1.118033989,9,2.421052632,1.216360211,19
broad,2.71875,1.442094691,32,2.5,1.445997611,12,2.85,1.460893742,20
broadcast,2.064516129,0.963863195,31,1.875,0.885061203,16,2.266666667,1.032795559,15
broadside,2.21875,1.337652614,32,1.6,0.966091783,10,2.5,1.405770421,22
broadsword,2.634146341,1.240082609,41,2.285714286,1.23056317,21,3,1.169795304,20
brochure,2.384615385,1.066607623,39,2.388888889,1.144752164,18,2.380952381,1.023532631,21
broker,2.12,1.053565375,25,1.888888889,1.054092553,9,2.25,1.064581295,16
bronco,2.414634146,1.359698675,41,2.105263158,1.370106924,19,2.681818182,1.323284645,22
bronze,2.129032258,1.117793525,31,2,1.118033989,9,2.181818182,1.139605765,22
brooch,2.441176471,1.330098572,34,2.75,1.38873015,8,2.346153846,1.324909286,26
brood,2.228571429,1.059570232,35,2.416666667,0.900336637,12,2.130434783,1.140348744,23
brook,2.139534884,1.125069212,43,1.944444444,1.109966731,18,2.28,1.137248141,25
broomstick,2.95,1.503504678,20,3.142857143,1.573591585,7,2.846153846,1.519109051,13
broth,2.424242424,1.173411241,33,2.733333333,1.334523279,15,2.166666667,0.985184366,18
brothel,2.930232558,1.31647706,43,3.136363636,1.166821264,22,2.714285714,1.45405836,21
brother,2.15625,1.050633449,32,2.166666667,1.193416283,12,2.15,0.988086934,20
brow,2,0.921132373,34,1.928571429,0.997248963,14,2.05,0.887041208,20
brown,2.166666667,0.949894126,30,2.230769231,0.926808696,13,2.117647059,0.992619825,17
browse,2.333333333,1.014185106,36,2.266666667,1.162919151,15,2.380952381,0.920662287,21
bruise,2.085714286,1.121223821,35,2.384615385,1.386750491,13,1.909090909,0.921132373,22
brunch,2.475,1.109111448,40,2.428571429,0.937614462,14,2.5,1.208304597,26
brunette,2.115384615,1.107318313,26,1.888888889,1.364225462,9,2.235294118,0.9701425,17
brunt,2.47826087,1.201119373,23,2.272727273,1.489356176,11,2.666666667,0.887625365,12
brush,2.177777778,1.113734277,45,2.5,1.051314966,20,1.92,1.115048579,25
bubble,3,1.224744871,37,2.5625,1.31497782,16,3.333333333,1.064581295,21
bubbly,3.352941176,1.09772086,34,3.181818182,1.07871978,11,3.434782609,1.121123096,23
buck,2.702702703,1.2216761,37,3.058823529,1.344925102,17,2.4,1.046296728,20
buckle,2.5,1.27000127,32,2.647058824,1.32009358,17,2.333333333,1.2344268,15
buckshot,2.56,1.227463509,25,2.25,1.281739889,8,2.705882353,1.212678125,17
buckwheat,3.2,1.45116586,35,3.642857143,1.215739272,14,2.904761905,1.546116487,21
buddy,3.347826087,1.152416262,23,3.166666667,1.337115847,12,3.545454545,0.934198733,11
budget,1.8,0.933053179,35,1.75,1.055289706,12,1.826086957,0.886882892,23
buffer,2.473684211,1.179483215,38,2.0625,1.062622542,16,2.772727273,1.192509087,22
buffoon,3.888888889,1.120897077,27,3.8,1.316561177,10,3.941176471,1.028991511,17
bugger,3.344827586,1.395806527,29,3.363636364,1.361816968,11,3.333333333,1.45521375,18
buggy,2.945945946,1.20060045,37,3.058823529,1.197423705,17,2.85,1.225818738,20
bugler,2.333333333,1.090140265,24,2.466666667,0.915475416,15,2.111111111,1.364225462,9
builder,2.333333333,0.989528507,33,2.857142857,0.864437822,14,1.947368421,0.911267994,19
building,1.875,1.075922254,24,1.714285714,1.253566341,7,1.941176471,1.028991511,17
buildup,1.918918919,1.115008181,37,2.5,1.509230856,10,1.703703704,0.868899163,27
bulb,2.375,1.12880182,32,2,1,15,2.8125,1.108677891,16
bulge,3.03030303,1.357498814,33,2.6875,1.400892573,16,3.352941176,1.271867548,17
bulk,2.390243902,1.320568983,41,2.5,1.454436185,14,2.333333333,1.270977819,27
bulkhead,2.583333333,1.31601066,24,3,1.206045378,12,2.166666667,1.337115847,12
bull,2.58974359,1.312248948,39,3,1.376494403,20,2.157894737,1.118687619,19
bulldog,2.225806452,1.14628901,31,2.214285714,1.311403912,14,2.235294118,1.032558217,17
bullet,1.630434783,0.852674111,46,1.666666667,0.899735411,15,1.612903226,0.843698973,31
bullion,3.05,1.197219,40,3.266666667,1.162919151,15,2.92,1.222020185,25
bullshit,3.607142857,1.227441957,28,3.875,1.642080562,8,3.5,1.051314966,20
bully,1.837837838,1.067539058,37,2.181818182,1.470930441,11,1.692307692,0.837578929,26
bummer,2.729166667,1.105875668,48,2.947368421,1.078769062,19,2.586206897,1.118584609,29
bump,2.545454545,1.480939505,33,2.714285714,1.489892687,14,2.421052632,1.502434671,19
bun,3.068181818,0.997618729,44,2.823529412,1.074435556,17,3.222222222,0.933699562,27
bunk,2.96,1.171893055,25,2.5,1.091928428,14,3.545454545,1.035725481,11
bunker,2.857142857,1.112697281,28,2.8,1.229272594,10,2.888888889,1.078609611,18
bunkhouse,2.407407407,1.083415513,27,1.8,1.135292424,10,2.764705882,0.903424856,17
buoy,2.78125,1.263236371,32,2.4,1.298350602,15,3.117647059,1.166316474,17
burden,1.735294118,0.994189895,34,2.117647059,1.11143786,17,1.352941176,0.70188821,17
bureau,2.115384615,1.070585749,26,2.125,1.125991626,8,2.111111111,1.078609611,18
burial,1.774193548,0.956022225,31,1.75,1,16,1.8,0.941123948,15
burlesque,2.972222222,1.443925426,36,2.615384615,1.502135232,13,3.181818182,1.435481125,22
burn,1.757575758,1.173411241,33,1.714285714,1.325987088,14,1.789473684,1.08417646,19
burner,2.214285714,1.370513363,28,2.6,1.505545305,10,2,1.283377896,18
burp,3.264705882,1.332776176,34,2.461538462,1.664100589,13,3.761904762,0.768424486,21
burr,2.971428571,1.175377644,35,2.888888889,1.182663439,18,3.058823529,1.197423705,17
burro,3.103448276,1.291312389,29,3.461538462,1.265924209,13,2.8125,1.276388133,16
burrow,2.423076923,1.270372447,26,2.307692308,1.377474463,13,2.538461538,1.198289379,13
burst,2.594594595,1.257410466,37,2.5625,1.364734406,16,2.619047619,1.203170415,21
bushel,2.391304348,0.988071144,23,2.25,1.258305739,4,2.421052632,0.96123702,19
business,2.068965517,1.251599961,29,2.0625,1.289379696,16,2.076923077,1.255755978,13
bust,2.90625,1.201058001,32,3.307692308,1.031553471,13,2.631578947,1.256561725,19
buster,3.185185185,1.387777333,27,3.25,1.215431087,12,3.133333333,1.552264091,15
bustle,2.9375,1.268412775,32,2.733333333,1.279880947,15,3.117647059,1.268973647,17
butcher,2.025641026,1.111830626,39,2.130434783,1.254241815,23,1.875,0.885061203,16
butler,2.588235294,1.183667824,34,2.928571429,1.141138818,14,2.35,1.182103388,20
butt,3.484848485,1.253026639,33,3.75,0.866025404,12,3.333333333,1.425949976,21
butter,2.827586207,1.2836601,29,3.294117647,1.263165957,17,2.166666667,1.029857301,12
buttocks,3.625,1.333733914,40,3.636363636,1.566698904,11,3.620689655,1.265300447,29
button,2.423076923,1.101746865,26,2.545454545,1.213559752,11,2.333333333,1.046536237,15
buy,2.047619048,0.961512552,42,1.833333333,0.923548145,18,2.208333333,0.9770927,24
buyer,2.037037037,1.159624657,27,2.153846154,1.344504484,13,1.928571429,0.997248963,14
buzzard,3.03125,1.230902501,32,3.909090909,0.70064905,11,2.571428571,1.207121724,21
buzzer,2.833333333,1.261726604,30,2.1,1.286683938,10,3.2,1.105012503,20
bypass,2.032258065,1.110071198,31,2.307692308,1.315587029,13,1.833333333,0.923548145,18
cab,2.303030303,1.045372197,33,2.2,1.014185106,15,2.388888889,1.092158623,18
